source_id,stage,stage_index,model,iteration,rho,denoiser_sigma,iterate_change_mse,measurement_residual_mse
0804,linear_float,0,dpir_oracle_blur,4,0.005944420117884874,0.04878642410039902,3.2568204915151e-05,8.530280319973826e-05
0804,linear_float,0,dpir_oracle_blur,5,0.014825660735368729,0.03089204803109169,1.699689710221719e-05,7.097232446540147e-05
0804,linear_float,0,dpir_oracle_blur,6,0.03697589039802551,0.019561151042580605,8.483546480420046e-06,6.368204049067572e-05
0804,linear_float,0,dpir_oracle_blur,7,0.09221960604190826,0.012386314570903778,3.8083405797806336e-06,6.044660767656751e-05
0804,linear_float,0,dpir_oracle_blur,8,0.22999997437000275,0.007843137718737125,1.4060645980862319e-06,5.9306741604814306e-05
0804,clipped_float,1,dpir_nominal,1,0.0003831736685242504,0.1921568661928177,0.000339484860887751,0.0003364118456374854
0804,clipped_float,1,dpir_nominal,2,0.0009556531440466642,0.12167562544345856,9.17623910936527e-05,0.0001946550764841959
0804,clipped_float,1,dpir_nominal,3,0.0023834437597543,0.07704620808362961,4.800720125786029e-05,0.00012830390187446028
0804,clipped_float,1,dpir_nominal,4,0.005944420117884874,0.04878642410039902,2.3146580133470707e-05,9.459749708184972e-05
0804,clipped_float,1,dpir_nominal,5,0.014825660735368729,0.03089204803109169,1.2275793778826483e-05,7.608316809637472e-05
0804,clipped_float,1,dpir_nominal,6,0.03697589039802551,0.019561151042580605,6.669715276075294e-06,6.555282743647695e-05
0804,clipped_float,1,dpir_nominal,7,0.09221960604190826,0.012386314570903778,3.444644562478061e-06,5.9865797084057704e-05
